A0A3Q2XH32	A0A3Q2XH32_HIPCM	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein)		Hippocampus comes (Tiger tail seahorse)	951
A0A7L0DWW0	A0A7L0DWW0_TROML	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein) (Fragment)	Nefm TROMEL_R03143	Trogon melanurus (Black-tailed trogon)	854
A0A7K7IXU4	A0A7K7IXU4_LOXCU	unreviewed	CC42M protein (Fragment)	LOXCUR_R06311	Loxia curvirostra (Red crossbill)	288
A0A093Q954	A0A093Q954_9PASS	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein) (Fragment)	N305_08825	Manacus vitellinus (golden-collared manakin)	771
A0A5A9PE59	A0A5A9PE59_9TELE	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein)	E1301_Tti008408	Triplophysa tibetana	850
A0A5A9PP16	A0A5A9PP16_9TELE	unreviewed	NEDD8-activating enzyme E1 regulatory subunit	E1301_Tti003330	Triplophysa tibetana	463
A0A226PV99	A0A226PV99_COLVI	unreviewed	NEDD8-activating enzyme E1 regulatory subunit	H355_015546	Colinus virginianus (Northern bobwhite) (Tetrao virginianus)	531
A0A091HWY1	A0A091HWY1_CALAN	unreviewed	Fanconi anemia group M protein (Fragment)	N300_13195	Calypte anna (Anna's hummingbird) (Archilochus anna)	1864
A0A850U162	A0A850U162_GRUAM	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein) (Fragment)	Nefm GRUAME_R11871	Grus americana (Whooping crane)	858
A0A7K7IWK3	A0A7K7IWK3_LOXCU	unreviewed	A1M protein (Fragment)	A1m LOXCUR_R16010	Loxia curvirostra (Red crossbill)	91
A0A3B3Q5P3	A0A3B3Q5P3_9TELE	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein)		Paramormyrops kingsleyae	869
A0A7K7SI07	A0A7K7SI07_9TYRA	unreviewed	NT5M protein (Fragment)	Nt5m SAPAEN_R04734	Sapayoa aenigma (broad-billed sapayoa)	201
A0A7K7IS94	A0A7K7IS94_LOXCU	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein) (Fragment)	Nefm_0 LOXCUR_R09178	Loxia curvirostra (Red crossbill)	857
A0A3B3RZP4	A0A3B3RZP4_9TELE	unreviewed	NEDD8-activating enzyme E1 regulatory subunit		Paramormyrops kingsleyae	568
W5MP77	W5MP77_LEPOC	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein)	NEFH	Lepisosteus oculatus (Spotted gar)	1023
A0A093RZM0	A0A093RZM0_9PASS	unreviewed	Fanconi anemia group M protein (Fragment)	N305_05888	Manacus vitellinus (golden-collared manakin)	1880
A0A3B3TBP5	A0A3B3TBP5_9TELE	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein)		Paramormyrops kingsleyae	789
A0A7K7SKF7	A0A7K7SKF7_9TYRA	unreviewed	CC42M protein (Fragment)	Cc42m SAPAEN_R09544	Sapayoa aenigma (broad-billed sapayoa)	263
W5NF84	W5NF84_LEPOC	unreviewed	160 kDa neurofilament protein (Neurofilament medium polypeptide) (Neurofilament triplet M protein)	NEFM	Lepisosteus oculatus (Spotted gar)	812
W5MCD9	W5MCD9_LEPOC	unreviewed	NEDD8-activating enzyme E1 regulatory subunit		Lepisosteus oculatus (Spotted gar)	548
A0A3B3S989	A0A3B3S989_9TELE	unreviewed	M-protein, striated muscle-like		Paramormyrops kingsleyae	1451
A0A2I4ASQ2	A0A2I4ASQ2_9TELE	unreviewed	NEDD8-activating enzyme E1 regulatory subunit	nae1	Austrofundulus limnaeus	533
A0A8H2SHL5	A0A8H2SHL5_9MAGN	unreviewed	Photosystem II reaction center M protein	psbM	Haloragis erecta	38
A0A088DGJ7	A0A088DGJ7_9ROSI	unreviewed	Photosystem II M protein (Fragment)	psbM	Populus ussuriensis	10
A0A5A7PJ97	A0A5A7PJ97_STRAF	unreviewed	Type I restriction enzyme StySPI M protein	STAS_09050	Striga asiatica (Asiatic witchweed) (Buchnera asiatica)	138
A0A8E5NLQ6	A0A8E5NLQ6_9ASTR	unreviewed	Photosystem II reaction center M protein	psbM	Pseudognaphalium sp. CHR639461	34
A0A314YD14	A0A314YD14_PRUYE	unreviewed	Fanconi anemia group M protein isoform X2	Pyn_36170	Prunus yedoensis var. nudiflora	754
A0A5B7C5Z5	A0A5B7C5Z5_DAVIN	unreviewed	Putative Fanconi anemia group M protein isoform X2 (Fragment)	Din_045983	Davidia involucrata (Dove tree)	240
A0A314XWR7	A0A314XWR7_PRUYE	unreviewed	Fanconi anemia group M protein isoform X1	Pyn_09812	Prunus yedoensis var. nudiflora	612
A0A6P4MR73	A0A6P4MR73_GOSAR	unreviewed	M protein, serotype 2.1-like	LOC108458709	Gossypium arboreum (Tree cotton) (Gossypium nanking)	366
A0A8F2XSG7	A0A8F2XSG7_9GENT	unreviewed	Photosystem II M protein	psbM	Swertia dilatata	34
A0A314Y3L5	A0A314Y3L5_PRUYE	unreviewed	Fanconi anemia group M protein isoform X3	Pyn_09811	Prunus yedoensis var. nudiflora	632
A0A291LSC5	A0A291LSC5_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Carex mackenziei	28
A0A5A7PFR4	A0A5A7PFR4_STRAF	unreviewed	Immunity-related GTPase family M protein 1	STAS_07396	Striga asiatica (Asiatic witchweed) (Buchnera asiatica)	637
A0A314YAI9	A0A314YAI9_PRUYE	unreviewed	Fanconi anemia group M protein isoform X1	Pyn_36169	Prunus yedoensis var. nudiflora	613
A0A2R4P7H9	A0A2R4P7H9_9POAL	unreviewed	Photosystem II M protein (Fragment)		Carex cf. nigra Amini-Rad s.n.	21
C9WSE6	C9WSE6_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Eleocharis aff. variegata CEH-2009	14
A0A5D3C5Y0	A0A5D3C5Y0_CUCME	unreviewed	Fanconi anemia group M protein isoform X6	E5676_scaffold453G00300	Cucumis melo var. makuwa	188
A0A5D3C8A5	A0A5D3C8A5_CUCME	unreviewed	Fanconi anemia group M protein isoform X6	E5676_scaffold453G00270	Cucumis melo var. makuwa	591
C9WSE4	C9WSE4_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Eleocharis aff. variegata CEH-2009	14
A0A088DGI7	A0A088DGI7_9ROSI	unreviewed	Photosystem II M protein (Fragment)	psbM	Populus simonii	10
A0A291LS60	A0A291LS60_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Carex praeceptorum	28
A0A5D3E465	A0A5D3E465_CUCME	unreviewed	Fanconi anemia group M protein isoform X2	E5676_scaffold216G00480	Cucumis melo var. makuwa	62
A0A6A3LYF9	A0A6A3LYF9_9STRA	unreviewed	Fanconi anemia group M protein	PR001_g12710	Phytophthora rubi	2184
A0A161HA94	A0A161HA94_9SPER	unreviewed	Photosystem II M protein (Fragment)	psbM	Cycas tuckeri	34
A0A5A7T298	A0A5A7T298_CUCME	unreviewed	Fanconi anemia group M protein isoform X6	E6C27_scaffold86G001860	Cucumis melo var. makuwa	1114
C9WSE0	C9WSE0_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Eleocharis ochrostachys	14
A0A8H2LYN4	A0A8H2LYN4_9PSED	unreviewed	Type I restriction enzyme HindVIIP M protein		Pseudomonas synxantha	557
I5CWG7	I5CWG7_9BURK	unreviewed	General secretion pathway M protein	WQE_14436	Paraburkholderia hospita BS001	167
A0A8A9I4N0	A0A8A9I4N0_STRSZ	unreviewed	M protein, serotype 6	emm6 IEMOCGPF_00185	Streptococcus equi subsp. zooepidemicus	548
A0A1V5VF31	A0A1V5VF31_9BACT	unreviewed	Putative type I restriction enzymeP M protein (EC 2.1.1.72)	BWY26_01567	Elusimicrobia bacterium ADurb.Bin231	160
A0A8F2DF34	A0A8F2DF34_9MOLU	unreviewed	Type I restriction enzyme M protein		Mycoplasma anserisalpingitidis	620
A0A8E6L7W7	A0A8E6L7W7_KLEPN	unreviewed	Type I restriction enzyme EcoKI M protein (EC 2.1.1.72)	hsdM OPNDJPPI_00044	Klebsiella pneumoniae subsp. pneumoniae	507
A0A2H5ACR9	A0A2H5ACR9_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	264
A0A2H5ACU1	A0A2H5ACU1_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	292
A0A2H5ACV6	A0A2H5ACV6_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	303
A0A8B1IS18	A0A8B1IS18_STRSZ	unreviewed	M protein, serotype 6	emm6 GDAKBCAL_01764	Streptococcus equi subsp. zooepidemicus	547
Q9L770	Q9L770_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	164
Q19KW2	Q19KW2_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	401
B5TY39	B5TY39_STREQ	unreviewed	M protein (Fragment)	stG-RN4	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	151
Q8RN72	Q8RN72_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	56
Q9ZAF4	Q9ZAF4_STREQ	unreviewed	M protein (Fragment)	emm G-39086	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	55
A0A2H5ACV1	A0A2H5ACV1_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	205
W0T617	W0T617_STREQ	unreviewed	M protein	stG4974.1	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	589
A0A2H5ACV7	A0A2H5ACV7_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	292
B5TY42	B5TY42_STREQ	unreviewed	M protein (Fragment)	stG-RN7	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	164
A0A2H5ACU8	A0A2H5ACU8_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	165
Q9L4M9	Q9L4M9_STREQ	unreviewed	Guanosine bipyrophospate synthetase, putative (Fragment)	rel	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	12
Q8RN74	Q8RN74_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	56
A0A2H5ACS4	A0A2H5ACS4_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	237
A0A1C5QTX7	A0A1C5QTX7_9FIRM	unreviewed	General secretion pathway, M protein	SAMEA3545252_00885	uncultured Blautia sp.	206
W0T3Y6	W0T3Y6_STREQ	unreviewed	M protein	stG4974.1	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	613
Q9KWY2	Q9KWY2_STREQ	unreviewed	Mga-like protein	mgc	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	513
Q84FR4	Q84FR4_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	195
A0A2H5ACU4	A0A2H5ACU4_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	220
W0T1W0	W0T1W0_STREQ	unreviewed	M protein	stG485.0	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	572
A0A2H5ACU6	A0A2H5ACU6_STREQ	unreviewed	M protein (Fragment)	emm	Streptococcus dysgalactiae subsp. equisimilis (Streptococcus equisimilis)	259
A0A8B1L2Q7	A0A8B1L2Q7_STRSZ	unreviewed	M protein, serotype 5	emm5 JFMEOBDD_01869	Streptococcus equi subsp. zooepidemicus	543
A0A8F2II13	A0A8F2II13_9MOLU	unreviewed	Type I restriction enzyme M protein		Mycoplasma anserisalpingitidis	618
A0A8D9IJL2	A0A8D9IJL2_ENTFL	unreviewed	M protein trans-acting positive regulator	WE0254_02695	Enterococcus faecalis (Streptococcus faecalis)	493
A0A8D9CER8	A0A8D9CER8_9MICO	unreviewed	Putative type I restriction enzymeP M protein	USB125703_00050	Pseudoclavibacter sp. 125703-2019	522
A0A8E0D610	A0A8E0D610_NEIGO	unreviewed	Type I restriction enzyme EcoprrI M protein	NGKG_00775	Neisseria gonorrhoeae SK-92-679	401
A0A1V2UL80	A0A1V2UL80_ENTMU	unreviewed	M protein trans-acting positive regulator	BTN92_04025 CV769_09075 HI921_08205	Enterococcus mundtii	510
Q4QSS3	Q4QSS3_STRPY	unreviewed	M protein trans-acting positive regulator (Mga)	mga E0F66_03985	Streptococcus pyogenes	536
A0A1L4ITT6	A0A1L4ITT6_ECOLX	unreviewed	N-6 DNA methylase (Putative type I restriction enzyme BthVORF4518P M protein) (Restriction endonuclease subunit M)	BvCmsHHP019_03340 FVB16_03020 GQM09_09455 RG28_05360	Escherichia coli	715
A0A853SVD7	A0A853SVD7_9BURK	unreviewed	General secretion pathway, M protein (Type II secretion system (T2SS), protein M)	JAB4_036760 JAB4_41660	Janthinobacterium sp. HH102	227
A0A2M9FSG3	A0A2M9FSG3_ENTMU	unreviewed	M protein trans-acting positive regulator	CV769_05545 HI921_01225	Enterococcus mundtii	509
I6ZU90	I6ZU90_ECOLX	unreviewed	McpM (Microcin M protein) (Microcin protein)	mcpM EC25_Plm00113 RCS73_P0048	Escherichia coli	120
W8STJ8	W8STJ8_ECOLX	unreviewed	General secretion pathway protein GspM (General secretion pathway protein M) (General secretion pathway, M protein) (General secretory pathway component, cryptic) (Putative type II secretion system protein M) (Type II secretion system protein GspM) (Type II secretion system protein M)	gspM gspM_2 A9X72_02100 ACU57_20880 AT845_000803 AWP93_27520 BANRA_01965 BGZ_02558 BHS81_19915 BJI68_08595 BJJ90_02035 BK292_20585 BMT91_20150 BO068_004035 BON68_24680 BON72_13445 BON73_23785 BON74_04545 BON75_18685 BON76_15725 BON77_05600 BON80_14675 BON89_16010 BON93_01030 BON94_10980 BON97_10125 BON98_13475 BvCmsHHP019_04164 BvCmsHHP056_02737 BvCmsKKP061_03046 C5N07_23410 C5Y87_24425 CA593_09570 CCS08_00295 CG692_23990 CG831_003665 CR538_02335 D0X26_24660 D3Y67_24555 DAH17_20555 DAH19_23845 DAH34_07750 DAH36_24530 DAH37_14850 DAH50_24310 DS732_24425 DTL43_20835 DXT70_20035 DXT71_20695 DXT73_21250 E2113_03775 E2119_19475 E2122_18875 E2127_24400 E2128_23330 E2129_24785 E2131_16865 E2132_23860 E2134_22045 E2135_06020 E4K51_21655 E4T14_17120 E5P22_10645 E5P23_18340 E5P26_15630 E5P27_18175 E5P28_22890 E5P29_21365 E5P30_22970 E5P31_16910 E5P32_18015 E5P35_20160 E5P36_16465 E5P37_20725 E5P39_21930 E5P40_18730 E5P41_20420 E5P42_11990 E5P43_20895 E5P44_21390 E5P45_14100 E5P46_20855 E5P47_16595 E5P48_19815 E5P49_22155 E5P50_20895 E5P51_15680 E5S36_21130 E5S51_20980 E5S57_20320 EAI46_12655 EC1094V2_321 EC3234A_55c00560 EI021_21195 EIZ93_12305 EL79_0381 EL80_0373 ELT20_19005 ELT21_18990 ELT41_22460 ELV08_15825 ELX85_16765 ELY05_21070 ELY39_19435 ERS139208_04321 EYV17_11570 EYV18_18565 F0L67_25480 F2N31_25195 F9V24_24595 FDM60_23000 FOI11_019095 FOI11_04085 FQF29_19345 FV293_22300 FWK02_24480 G4A38_21675 G5632_17935 GF699_19900 GIB53_26310 GKF86_20235 GKF89_18635 GKG12_17960 GP954_00780 GP979_01840 GQA06_03400 GRW05_09225 GRW57_02135 GRW81_21315 GUC01_21345 H0O72_19580 HMV95_19770 HNC36_20355 HV109_02025 HVY77_02010 HX136_02030 IH768_24110 IH772_25740 J0541_004429 JFD_03745 JNP96_25470 NCTC13148_03473 NCTC13216_01384 NCTC8008_05378 NCTC9037_00631 NCTC9045_00530 NCTC9073_00416 NCTC9706_02606 SAMEA3472044_01130 SAMEA3472067_03497 SAMEA3751407_00056 SAMEA3752557_01984 SAMEA3753106_01946 WP2S18E08_03750 WR15_19770	Escherichia coli	153
A0A0M3C015	A0A0M3C015_ACIPI	unreviewed	General secretion pathway, M protein (Type II secretion system protein M)	AXH23_08795 BFR67_06510 CAT00_19565 DKE41_006300 EXD88_00600 HRJ47_06865 IEC338SC_2930 JDA50_07645 SD67_04020 WP2W18E11_11850 YA64_000285	Acinetobacter pittii (Acinetobacter genomosp. 3)	159
A0A173S263	A0A173S263_9FIRM	unreviewed	Probable type I restriction enzyme BthVORF4518P M protein (EC 2.1.1.72)	DWZ29_04205 ERS852578_00582	Anaerobutyricum hallii	457
A0A1V1V622	A0A1V1V622_PHODP	unreviewed	General secretion pathway, M protein (MSHA biogenesis protein MshJ) (Type 4a pilus biogenesis protein PilO)	pilO E4T26_13190 IC627_01660 PDPJ_1_01009	Photobacterium damsela subsp. piscicida (Pasteurella piscicida)	211
A0A2V2LBW0	A0A2V2LBW0_ENTFC	unreviewed	M protein trans-acting positive regulator	C0649_00630 DKX15_05960	Enterococcus faecium (Streptococcus faecium)	506
A0A4Q0D5T2	A0A4Q0D5T2_ENTCA	unreviewed	M protein trans-acting positive regulator	DW201_16670 EQ871_15890 RU99_GL002185	Enterococcus casseliflavus (Enterococcus flavescens)	497
A0A1G9ETH2	A0A1G9ETH2_ENTCA	unreviewed	Helix-turn-helix domain-containing protein (M protein trans-acting positive regulator) (Mga helix-turn-helix domain-containing protein)	I6H55_05030 NCTC12362_03416 SAMN05216513_11316	Enterococcus casseliflavus (Enterococcus flavescens)	482
A0A494SR89	A0A494SR89_ENTCA	unreviewed	Helix-turn-helix domain-containing protein (M protein trans-acting positive regulator)	D8N35_10070 I6I79_16905	Enterococcus casseliflavus (Enterococcus flavescens)	497
A0A377MRZ0	A0A377MRZ0_ENTCA	unreviewed	M protein trans-acting positive regulator	D8N35_04855 DW201_00705 RU99_GL002303	Enterococcus casseliflavus (Enterococcus flavescens)	482
A0A6N3B5U5	A0A6N3B5U5_ENTCA	unreviewed	M protein trans-acting positive regulator (Mga helix-turn-helix domain protein)	DW201_16855 ECLFYP2_02160	Enterococcus casseliflavus (Enterococcus flavescens)	497
A0A497Y5K8	A0A497Y5K8_9SPHI	unreviewed	Type I restriction enzyme S subunit/type I restriction enzyme M protein	BCL90_2473 E3V97_04945	Pedobacter alluvionis	216
A0A1G8Z5C8	A0A1G8Z5C8_ENTCA	unreviewed	Helix-turn-helix domain-containing protein (M protein trans-acting positive regulator) (Mga helix-turn-helix domain-containing protein)	EQ871_11090 EZ072_15590 I6H55_07510 I6I79_06780 NCTC12362_00373 SAMN05216513_103136	Enterococcus casseliflavus (Enterococcus flavescens)	501
A0A377MIM2	A0A377MIM2_ENTCA	unreviewed	M protein trans-acting positive regulator	DW201_05865 EQ871_11060	Enterococcus casseliflavus (Enterococcus flavescens)	486
A0A1V3NIR6	A0A1V3NIR6_ENTCA	unreviewed	M protein trans-acting positive regulator	BZK37_13550 NCTC7179_02126	Enterococcus casseliflavus (Enterococcus flavescens)	482
A0A4U9YXV9	A0A4U9YXV9_ENTCA	unreviewed	M protein trans-acting positive regulator	NCTC4725_01419 NCTC7179_02947	Enterococcus casseliflavus (Enterococcus flavescens)	497
A0A099I4B4	A0A099I4B4_CLOIN	unreviewed	M protein trans-acting positive regulator (MGA) (PTS transporter subunit EIIA)	ADH65_20360 CIAN88_14850 GT649_07980	Clostridium innocuum	652
A0A132Z2G4	A0A132Z2G4_ENTFC	unreviewed	DNA-binding protein (M protein trans-acting positive regulator)	B4W81_02590 CUN04_09465 DKP91_16520 DPX29_01520 EB44_01605 GBM44_01590 GBM73_08220	Enterococcus faecium (Streptococcus faecium)	475
A0A1A7UA23	A0A1A7UA23_ENTFC	unreviewed	M protein trans-acting positive regulator	B4W81_03715 BU194_13590 DKP91_08875 DPX29_00720 DTPHA_1404056 GBM44_00800 GBM73_09080	Enterococcus faecium (Streptococcus faecium)	528
A0A1D7ZI02	A0A1D7ZI02_9BURK	unreviewed	General secretion pathway protein GspM (Putative general secretion pathway protein YghD,General secretion pathway, M protein)	epsM BBJ41_09850 BSTAB16_2414	Burkholderia stabilis	168
A0A1S2A512	A0A1S2A512_9ENTR	unreviewed	General Secretion Pathway M protein (General secretion pathway protein GspM) (Type II secretion system protein M)	gspM ABF77_22095 HV150_07685 SAMEA2273122_03866 SAMEA2273443_01046	Enterobacter roggenkampii	161
A0A431SW50	A0A431SW50_9ENTR	unreviewed	General secretion pathway, M protein (Type II secretion system protein M)	HZS31_00745 SAMEA2273372_01174	Enterobacter bugandensis	161
A0A466K976	A0A466K976_LISMN	unreviewed	M protein trans-acting positive regulator	B1N40_15145 B1N71_16215 B1O10_15630 B4Y29_14960	Listeria monocytogenes	471
A0A2A7SW92	A0A2A7SW92_ENTFC	unreviewed	M protein trans-acting positive regulator	DSH71_12055 DTX73_02560	Enterococcus faecium (Streptococcus faecium)	508
A0A132ZDA1	A0A132ZDA1_ENTFC	unreviewed	M protein trans-acting positive regulator	B4W81_03740 BU194_14890 DKP91_17425 DPX29_00695 DTPHA_1407118 GBM44_00775 GBM73_09105	Enterococcus faecium (Streptococcus faecium)	318
A0A2U2H5E4	A0A2U2H5E4_ENTFC	unreviewed	M protein trans-acting positive regulator	DKX15_09670 EQI29_06810	Enterococcus faecium (Streptococcus faecium)	517
A0A133CKN4	A0A133CKN4_ENTFC	unreviewed	M protein trans-acting positive regulator	B1P95_04680 BU194_06720 DTPHA_1401817	Enterococcus faecium (Streptococcus faecium)	144
A0A0T8REL4	A0A0T8REL4_STREE	unreviewed	M protein trans-acting positive transcriptional regulator	mga2 ERS019166_00385 ERS021299_01291	Streptococcus pneumoniae	494
A0A242JVJ8	A0A242JVJ8_9ENTE	unreviewed	M protein trans-acting positive regulator	A5844_001052 A5844_002736	Enterococcus sp. 10A9_DIV0425	501
A0A2S7MMK4	A0A2S7MMK4_ENTFC	unreviewed	M protein trans-acting positive regulator	CUM68_13680 CUS10_02240 EB12_01497 EB44_01452	Enterococcus faecium (Streptococcus faecium)	525
A0A2M9FNB3	A0A2M9FNB3_ENTMU	unreviewed	M protein trans-acting positive regulator	CV769_12350 EM4838_01105	Enterococcus mundtii	498
C9WSB8	C9WSB8_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Eleocharis torticulmis	14
A0A2R6QYT4	A0A2R6QYT4_ACTCC	unreviewed	Fanconi anemia group M protein	CEY00_Acc12336	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	1380
C9WSC2	C9WSC2_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Eleocharis brassii	14
A0A8D5Q4J2	A0A8D5Q4J2_9LILI	unreviewed	Photosystem II M protein	psbM	Musa itinerans var. formosana	34
A0A088DGA8	A0A088DGA8_9ROSI	unreviewed	Photosystem II M protein (Fragment)	psbM	Populus suaveolens	10
A0A291LS80	A0A291LS80_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Carex elongata	28
C9WSG6	C9WSG6_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Eleocharis yecorensis	13
A0A2R6R656	A0A2R6R656_ACTCC	unreviewed	M protein, serotype 5 like	CEY00_Acc10540	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	312
A0A5J4YZW2	A0A5J4YZW2_PORPP	unreviewed	Fanconi anemia group M protein-like	FVE85_0900	Porphyridium purpureum (Red alga) (Porphyridium cruentum)	2396
A0A2R2Y3Z6	A0A2R2Y3Z6_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Carex panormitana	21
E1CGS6	E1CGS6_9SPER	unreviewed	Photosystem II M protein	psbM	Cathaya argyrophylla	37
A0A8D5TEK5	A0A8D5TEK5_MUSAC	unreviewed	Photosystem II M protein	psbM	Musa acuminata subsp. microcarpa	34
A0A8F4TJA2	A0A8F4TJA2_EPHTW	unreviewed	Photosystem II M protein	psbM	Ephedra tweediana (Vining horsetail)	34
A0A812NLW4	A0A812NLW4_9DINO	unreviewed	AP5M protein	AP5M SNEC2469_LOCUS8120	Symbiodinium necroappetens	730
Q84XB8	Q84XB8_PHATR	unreviewed	Photosystem II reaction center M protein	PsbM	Phaeodactylum tricornutum (Diatom)	108
A0A812K4R2	A0A812K4R2_9DINO	unreviewed	AP4M protein	AP4M SNEC2469_LOCUS2909	Symbiodinium necroappetens	497
A0A8F4YKJ4	A0A8F4YKJ4_EPHAN	unreviewed	Photosystem II M protein	psbM	Ephedra antisyphilitica (Clapweed)	34
A0A291LS54	A0A291LS54_9POAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Carex lachenalii subsp. parkeri	28
A0A199UL85	A0A199UL85_ANACO	unreviewed	Fanconi anemia group M protein	ACMD2_03042	Ananas comosus (Pineapple) (Ananas ananas)	379
A0A8F4TEP2	A0A8F4TEP2_9SPER	unreviewed	Photosystem II M protein	psbM	Ephedra chilensis	34
A0A1Z5KAV8	A0A1Z5KAV8_FISSO	unreviewed	Fanconi anemia group M protein	FisN_15Lh123	Fistulifera solaris (Oleaginous diatom)	1539
A0A8E5JZ18	A0A8E5JZ18_9ASTR	unreviewed	Photosystem II reaction center M protein	psbM	Pseudognaphalium californicum	34
A0A8D5TDJ6	A0A8D5TDJ6_9LILI	unreviewed	Photosystem II M protein	psbM	Musa velutina	34
A0A8F4TH18	A0A8F4TH18_9SPER	unreviewed	Photosystem II M protein	psbM	Ephedra milleri	34
A0A199ULF0	A0A199ULF0_ANACO	unreviewed	Fanconi anemia group M protein	ACMD2_03041	Ananas comosus (Pineapple) (Ananas ananas)	134
A0A812QNT5	A0A812QNT5_9DINO	unreviewed	Ube2m protein	ube2m SNEC2469_LOCUS10812	Symbiodinium necroappetens	184
A0A8D5Q5Z7	A0A8D5Q5Z7_9LILI	unreviewed	Photosystem II M protein	psbM	Musa x formobisiana	34
A0A088DJC9	A0A088DJC9_9ROSI	unreviewed	Photosystem II M protein (Fragment)	psbM	Populus cathayana	10
A0A088DHJ5	A0A088DHJ5_POPAL	unreviewed	Photosystem II M protein (Fragment)	psbM	Populus alba (White poplar)	10
A0A812QNR0	A0A812QNR0_9DINO	unreviewed	Ube2m protein	ube2m SNEC2469_LOCUS10811	Symbiodinium necroappetens	447
A0A1S4D9N6	A0A1S4D9N6_TOBAC	unreviewed	M protein, serotype 12-like	LOC107827473	Nicotiana tabacum (Common tobacco)	333
A0A813AJC3	A0A813AJC3_SYMMI	unreviewed	CLEC4M protein (Fragment)	CLEC4M SMIC04503_LOCUS32232	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1360
A0A0B5H6R5	A0A0B5H6R5_9SPER	unreviewed	Photosystem II M protein (Fragment)	psbM	Araucaria columnaris	21
A0A4D6LKL5	A0A4D6LKL5_VIGUN	unreviewed	Fanconi anemia group M protein	DEO72_LG3g3615	Vigna unguiculata (Cowpea)	1200
A0A166MYP9	A0A166MYP9_9SPER	unreviewed	Photosystem II M protein (Fragment)	psbM	Cycas simplicipinna	34
A0A166MY78	A0A166MY78_9SPER	unreviewed	Photosystem II M protein (Fragment)	psbM	Cycas pectinata	34
